
TIME: 1479744814010586880.000000

A2FF0DBC BCID: 3516
6 1
5 2
2 6
3 22
7 4
1 21
3 23
4 22

TIME: 1479744814490771968.000000

A27F0A3A BCID: 2618
0 0
5 2
2 6
3 22
7 4
1 21
3 23
4 22

TIME: 1479744815030339072.000000

A2FF06B6 BCID: 1718
6 1
5 2
2 6
3 22
7 4
1 21
3 23
4 22

TIME: 1479744815473858048.000000

A2DF0333 BCID: 819
6 1
5 2
0 0
3 22
7 4
1 21
3 23
4 22

TIME: 1479744816030496000.000000

A2FF0FAF BCID: 4015
6 1
5 2
2 6
3 22
7 4
1 21
3 23
4 22

TIME: 1479744816030577920.000000

A25F0FAE BCID: 4014
0 0
5 2
0 0
3 22
7 4
1 21
3 23
4 22

TIME: 1479744816510582016.000000

A2FF0C2A BCID: 3114
6 1
5 2
2 6
3 22
7 4
1 21
3 23
4 22

TIME: 1479744817010620160.000000

A2FF08A7 BCID: 2215
6 1
5 2
2 6
3 22
7 4
1 21
3 23
4 22

TIME: 1479744817010701056.000000

A2BE08A6 BCID: 2214
6 1
0 0
2 6
3 22
7 4
1 21
3 23
0 0

TIME: 1479744817530369024.000000

A2FF0522 BCID: 1314
6 1
5 2
2 6
3 22
7 4
1 21
3 23
4 22

TIME: 1479744817973913856.000000

A2DF019F BCID: 415
6 1
5 2
0 0
3 22
7 4
1 21
3 23
4 22

TIME: 1479744817973996032.000000

A25B01BE BCID: 446
0 0
5 2
0 0
3 22
7 4
0 0
3 23
4 22

TIME: 1479744818473865984.000000

A2FF0E1B BCID: 3611
6 1
5 2
2 6
3 22
7 4
1 21
3 23
4 22

TIME: 1479744818473947904.000000

A27F0E1A BCID: 3610
0 0
5 2
2 6
3 22
7 4
1 21
3 23
4 22

TIME: 1479744819010507008.000000

A2FF0A96 BCID: 2710
6 1
5 2
2 6
3 22
7 4
1 21
3 23
4 22

TIME: 1479744819473893888.000000

A2FF0714 BCID: 1812
6 1
5 2
2 6
3 22
7 4
1 21
3 23
4 22

TIME: 1479744819473979904.000000

A25F0715 BCID: 1813
0 0
5 2
0 0
3 22
7 4
1 21
3 23
4 22

TIME: 1479744820010531840.000000

A27F0390 BCID: 912
0 0
5 2
2 6
3 22
7 4
1 21
3 23
4 22

TIME: 1479744820530280960.000000

A2FF000B BCID: 11
6 1
5 2
2 6
3 22
7 4
1 21
3 23
4 22

TIME: 1479744821010593792.000000

A2FF0C87 BCID: 3207
6 1
5 2
2 6
3 22
7 4
1 21
3 23
4 22

TIME: 1479744821510556928.000000

A2FF0903 BCID: 2307
6 1
5 2
2 6
3 22
7 4
1 21
3 23
4 22

TIME: 1479744821990708992.000000

A2FD057F BCID: 1407
6 1
5 2
2 6
3 22
7 4
1 21
0 0
4 22

TIME: 1479744822510596864.000000

A2FF01FB BCID: 507
6 1
5 2
2 6
3 22
7 4
1 21
3 23
4 22

TIME: 1479744823030333952.000000

A2FF0E77 BCID: 3703
6 1
5 2
2 6
3 22
7 4
1 21
3 23
4 22

TIME: 1479744823530338048.000000

A2FF0AF3 BCID: 2803
6 1
5 2
2 6
3 22
7 4
1 21
3 23
4 22

TIME: 1479744824030306048.000000

A2FD076E BCID: 1902
6 1
5 2
2 6
3 22
7 4
1 21
0 0
4 22

TIME: 1479744824510503168.000000

A2FF03EB BCID: 1003
6 1
5 2
2 6
3 22
7 4
1 21
3 23
4 22

TIME: 1479744825010683136.000000

A2FF0066 BCID: 102
6 1
5 2
2 6
3 22
7 4
1 21
3 23
4 22

TIME: 1479744825010765056.000000

A25F0067 BCID: 103
0 0
5 2
0 0
3 22
7 4
1 21
3 23
4 22

TIME: 1479744825490700032.000000

A2FF0CE0 BCID: 3296
6 1
5 2
2 6
3 22
7 4
1 21
3 23
4 22

TIME: 1479744825973788928.000000

A2FF095E BCID: 2398
6 1
5 2
2 6
3 22
7 4
1 21
3 23
4 22

TIME: 1479744826530360832.000000

A27F05D8 BCID: 1496
0 0
5 2
2 6
3 22
7 4
1 21
3 23
4 22

TIME: 1479744827010529024.000000

A2FF0254 BCID: 596
6 1
5 2
2 6
3 22
7 4
1 21
3 23
4 22

TIME: 1479744827530473984.000000

A2FF0ED0 BCID: 3792
6 1
5 2
2 6
3 22
7 4
1 21
3 23
4 22

TIME: 1479744827530556928.000000

A27F0ED1 BCID: 3793
0 0
5 2
2 6
3 22
7 4
1 21
3 23
4 22

TIME: 1479744828030479872.000000

A2FF0B4C BCID: 2892
6 1
5 2
2 6
3 22
7 4
1 21
3 23
4 22

TIME: 1479744828030563072.000000

A27F0B4D BCID: 2893
0 0
5 2
2 6
3 22
7 4
1 21
3 23
4 22

TIME: 1479744828490715136.000000

A2FF07C6 BCID: 1990
6 1
5 2
2 6
3 22
7 4
1 21
3 23
4 22

TIME: 1479744829030298880.000000

A2FF0442 BCID: 1090
6 1
5 2
2 6
3 22
7 4
1 21
3 23
4 22

TIME: 1479744829473818112.000000

A2FF00BF BCID: 191
6 1
5 2
2 6
3 22
7 4
1 21
3 23
4 22

TIME: 1479744830030462976.000000

A2FE0D3A BCID: 3386
6 1
5 2
2 6
3 22
7 4
1 21
3 23
0 0

TIME: 1479744830030544896.000000

A25E0D3B BCID: 3387
0 0
5 2
0 0
3 22
7 4
1 21
3 23
0 0

TIME: 1479744830510435072.000000

A2FF09B4 BCID: 2484
6 1
5 2
2 6
3 22
7 4
1 21
3 23
4 22

TIME: 1479744831010607104.000000

A2FF0631 BCID: 1585
6 1
5 2
2 6
3 22
7 4
1 21
3 23
4 22

TIME: 1479744831490776064.000000

A2FF02AC BCID: 684
6 1
5 2
2 6
3 22
7 4
1 21
3 23
4 22

TIME: 1479744832010521856.000000

A2FF0F28 BCID: 3880
6 1
5 2
2 6
3 22
7 4
1 21
3 23
4 22

TIME: 1479744832510610944.000000

A2BF0BA3 BCID: 2979
6 1
0 0
2 6
3 22
7 4
1 21
3 23
4 22

TIME: 1479744833010629888.000000

A2FF081F BCID: 2079
6 1
5 2
2 6
3 22
7 4
1 21
3 23
4 22

TIME: 1479744833010710016.000000

A25B083E BCID: 2110
0 0
5 2
0 0
3 22
7 4
0 0
3 23
4 22

TIME: 1479744833473916928.000000

A2FF049A BCID: 1178
6 1
5 2
2 6
3 22
7 4
1 21
3 23
4 22

TIME: 1479744833473999872.000000

A2DB049B BCID: 1179
6 1
5 2
0 0
3 22
7 4
0 0
3 23
4 22

TIME: 1479744833990678016.000000
