Event 1 Sec 1485125071 NS 105081088
A2AF02B9 BCID: 697
1 28
0 0
0 15
0 0
3 27
2 12
5 11
4 29
Event 2 Sec 1485125072 NS 85304064
A2BF0BAE BCID: 2990
1 28
0 0
0 15
6 26
3 27
2 12
5 11
4 29
Event 3 Sec 1485125073 NS 85278976
A2BF04A4 BCID: 1188
1 28
0 0
0 15
6 26
3 27
2 12
5 11
4 29
Event 4 Sec 1485125074 NS 48482048
A2AF0D99 BCID: 3481
1 28
0 0
0 15
0 0
3 27
2 12
5 11
4 29
Event 5 Sec 1485125075 NS 65356032
A2AF068E BCID: 1678
1 28
0 0
0 15
0 0
3 27
2 12
5 11
4 29
Event 6 Sec 1485125076 NS 85323008
A2AF0F83 BCID: 3971
1 28
0 0
0 15
0 0
3 27
2 12
5 11
4 29
Event 7 Sec 1485125076 NS 85501952
A2B70F83 BCID: 3971
1 28
0 0
0 15
6 26
0 0
2 12
5 11
4 29
Event 8 Sec 1485125077 NS 85267968
A2AF0878 BCID: 2168
1 28
0 0
0 15
0 0
3 27
2 12
5 11
4 29
Event 9 Sec 1485125077 NS 85451008
A2B70878 BCID: 2168
1 28
0 0
0 15
6 26
0 0
2 12
5 11
4 29
Event 10 Sec 1485125078 NS 48444928
A2AF016D BCID: 365
1 28
0 0
0 15
0 0
3 27
2 12
5 11
4 29
Event 11 Sec 1485125079 NS 104931072
A2BF0A62 BCID: 2658
1 28
0 0
0 15
6 26
3 27
2 12
5 11
4 29
Event 12 Sec 1485125081 NS 65285888
A2AF0C4C BCID: 3148
1 28
0 0
0 15
0 0
3 27
2 12
5 11
4 29
Event 13 Sec 1485125082 NS 104915968
A2BF0541 BCID: 1345
1 28
0 0
0 15
6 26
3 27
2 12
5 11
4 29
Event 14 Sec 1485125083 NS 48419840
A2BF0E36 BCID: 3638
1 28
0 0
0 15
6 26
3 27
2 12
5 11
4 29
Event 15 Sec 1485125084 NS 104926208
A2AF072B BCID: 1835
1 28
0 0
0 15
0 0
3 27
2 12
5 11
4 29
Event 16 Sec 1485125085 NS 104931072
A2BF0021 BCID: 33
1 28
0 0
0 15
6 26
3 27
2 12
5 11
4 29
Event 17 Sec 1485125086 NS 85144064
A2BF0916 BCID: 2326
1 28
0 0
0 15
6 26
3 27
2 12
5 11
4 29
Event 18 Sec 1485125087 NS 85186048
A2BF0209 BCID: 521
1 28
0 0
0 15
6 26
3 27
2 12
5 11
4 29
Event 19 Sec 1485125088 NS 65396992
A2BF0AFE BCID: 2814
1 28
0 0
0 15
6 26
3 27
2 12
5 11
4 29
Event 20 Sec 1485125089 NS 85264896
A2AF03F3 BCID: 1011
1 28
0 0
0 15
0 0
3 27
2 12
5 11
4 29
Event 21 Sec 1485125089 NS 85423872
A2B703F3 BCID: 1011
1 28
0 0
0 15
6 26
0 0
2 12
5 11
4 29
Event 22 Sec 1485125090 NS 65364992
A2BF0CE8 BCID: 3304
1 28
0 0
0 15
6 26
3 27
2 12
5 11
4 29
