105	1485125071050492160.000000	4	0	0x4a0000d9	K 0x44a10010 0xf2b03b 0xb0000291 0xc000001 0xb0000000 

118	1485125071052957952.000000	2	0	0x49f000d9	K 0x44a10010 0x4ee616f 0xb0000291 

102	1485125071055128064.000000	2	0	0x4a0000d9	K 0x44a10010 0x8f7502f 0xb0000293 

117	1485125071057456128.000000	2	0	0x4a0000d9	K 0x44a10010 0xd17a06b 0xb00002b1 

119	1485125071059175936.000000	2	0	0x4a0000d9	K 0x44a10010 0x10ef3073 0xb0000291 

101	1485125071061440000.000000	2	0	0x49f000d9	K 0x44a10010 0x14e69b2b 0xb0000293 

116	1485125071064240896.000000	2	6	0x49f0007c	K 0x44a10010 0x188ea067 0xb0000293 

105	1485125072050731008.000000	2	0	0x688000da	K 0x44a10010 0xa2b03b 0xb0000787 

118	1485125072052180992.000000	2	0	0x688000da	K 0x44a10010 0x51e706f 0xb0000784 

102	1485125072053690880.000000	2	0	0x688000da	K 0x44a10010 0x8c7502f 0xb0000787 

117	1485125072055277056.000000	2	0	0x688000da	K 0x44a10010 0xd03a06b 0xb000078d 

119	1485125072057010944.000000	2	0	0x688000da	K 0x44a10010 0x10b33073 0xb0000785 

101	1485125072058674176.000000	2	0	0x688000da	K 0x44a10010 0x14c6902b 0xb0000787 

116	1485125072060272896.000000	2	6	0x6880007d	K 0x44a10010 0x1876a067 0xb0000787 

105	1485125073050027008.000000	2	0	0x689000db	K 0x44a10010 0xeab03b 0xb0000784 

118	1485125073051405824.000000	2	0	0x689000db	K 0x44a10010 0x4f2626f 0xb000078d 

102	1485125073052812032.000000	2	0	0x689000db	K 0x44a10010 0x8a3502f 0xb0000785 

117	1485125073054363904.000000	2	0	0x689000db	K 0x44a10010 0xcf3a06b 0xb000078f 

119	1485125073056033024.000000	2	0	0x689000db	K 0x44a10010 0x10ab3073 0xb0000784 

101	1485125073057713920.000000	2	0	0x689000db	K 0x44a10010 0x1516902b 0xb0000785 

116	1485125073059333120.000000	2	6	0x6890007e	K 0x44a10010 0x189ea067 0xb0000785 

105	1485125074050400000.000000	4	0	0x687000dc	K 0x44a10010 0xeab03b 0xb0000787 0xc000001 0xb0000000 

118	1485125074052037888.000000	2	0	0x687000dc	K 0x44a10010 0x4c2636f 0xb0000785 

102	1485125074053606912.000000	2	0	0x687000dc	K 0x44a10010 0x8cb502f 0xb0000787 

117	1485125074055196160.000000	2	0	0x687000dc	K 0x44a10010 0xd0fa06b 0xb000078d 

119	1485125074056780032.000000	2	0	0x687000dc	K 0x44a10010 0x109b3073 0xb0000787 

101	1485125074058437120.000000	2	0	0x687000dc	K 0x44a10010 0x15128f2b 0xb0000787 

116	1485125074060316928.000000	2	6	0x6870007f	K 0x44a10010 0x18a2ab67 0xb0000787 

105	1485125075050217984.000000	4	0	0x689000dd	K 0x44a10010 0xb6b03b 0xb0000785 0xc000001 0xb0000000 

118	1485125075051632896.000000	2	0	0x689000dd	K 0x44a10010 0x4aa616f 0xb0000784 

102	1485125075052980992.000000	2	0	0x689000dd	K 0x44a10010 0x8e7502f 0xb0000785 

117	1485125075054492928.000000	2	0	0x689000dd	K 0x44a10010 0xcafa06b 0xb000078d 

119	1485125075056062976.000000	2	0	0x689000dd	K 0x44a10010 0x10933073 0xb0000785 

101	1485125075057702912.000000	2	0	0x689000dd	K 0x44a10010 0x1516902b 0xb0000785 

116	1485125075059209216.000000	2	6	0x68900080	K 0x44a10010 0x189e9e67 0xb0000785 

105	1485125076049999872.000000	4	0	0x687000de	K 0x44a10010 0xc2b03b 0xb0000787 0xc000001 0xb0000000 

118	1485125076051460864.000000	2	0	0x687000de	K 0x44a10010 0x4ce606f 0xb0000785 

102	1485125076053080064.000000	2	0	0x687000de	K 0x44a10010 0x8e7502f 0xb0000787 

117	1485125076054494976.000000	2	0	0x687000de	K 0x44a10010 0xd3ba06b 0xb000078d 

119	1485125076056102144.000000	2	0	0x687000de	K 0x44a10010 0x10af3073 0xb0000787 

101	1485125076057756928.000000	2	0	0x687000de	K 0x44a10010 0x151e902b 0xb0000787 

116	1485125076059364096.000000	2	6	0x68700081	K 0x44a10010 0x18b69b67 0xb0000787 

105	1485125077050137088.000000	2	0	0x688000df	K 0x44a10010 0xfab03b 0xb0000785 

118	1485125077051489024.000000	2	0	0x688000df	K 0x44a10010 0x4f6616f 0xb0000784 

102	1485125077053080064.000000	2	0	0x688000df	K 0x44a10010 0x8e3502f 0xb0000787 

117	1485125077054501120.000000	2	0	0x688000df	K 0x44a10010 0xd43a06b 0xb000078d 

119	1485125077056154880.000000	2	0	0x688000df	K 0x44a10010 0x11033073 0xb0000784 

